lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
51.43,-0.87,50-54 Danywern Dr,Winnersh,"['locality', 'political']",Na,Na,Na,Na,['route']
53.73,-1.73,Cleckheaton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.18,-2.17,Na,Na,Na,Na,Na,Na,Na,Na
51.47,-0.42,Longford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.43,-0.19,18 Brickfield Rd,Abstract Roofing,"['roofing_contractor', 'point_of_interest', 'establishment']",Acorn Paving Co,"['general_contractor', 'point_of_interest', 'establishment']",Zipcar,"['car_rental', 'point_of_interest', 'establishment']",['route']
52.34,-0.34,1-11 Ivy Way,CES-Photography,"['point_of_interest', 'establishment']",Cambridgeshire Electrical Services Ltd,"['electrician', 'point_of_interest', 'establishment']",Spaldwick,"['locality', 'political']",['route']
52.07,-1.31,Na,Na,Na,Na,Na,Na,Na,Na
52.23,0.08,Grange Drive,Girton,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,-1.11,Wheatley,Byrnes Dental Laboratory,"['dentist', 'health', 'point_of_interest', 'establishment']",Ashurst Archives Storage,"['storage', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.62,-0.15,Beaconsfield Road,Bethune Park,"['premise', 'point_of_interest', 'establishment']",Bethune Park,"['park', 'premise', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.88,0.28,Smiths Green,Na,Na,Na,Na,Na,Na,['route']
53.3,-2.4,Na,Na,Na,Na,Na,Na,Na,Na
52.53,-1.73,M42,Curdworth,"['locality', 'political']",Na,Na,Na,Na,['route']
51.77,-1.22,5-25 Meaden Hill,Oxford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.34,0.64,Na,Na,Na,Na,Na,Na,Na,Na
51.47,-0.47,Longford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.17,-1.44,Na,Na,Na,Na,Na,Na,Na,Na
51.46,-1.12,M4,Na,Na,Na,Na,Na,Na,['route']
52.69,-1.29,M1,Markfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.51,-2.14,Na,Na,Na,Na,Na,Na,Na,Na
51.87,0.25,Na,Na,Na,Na,Na,Na,Na,Na
52.83,-2.14,Mustang Drive,Stafford,"['locality', 'political']",Na,Na,Na,Na,['route']
52.24,0.34,Na,Na,Na,Na,Na,Na,Na,Na
52.6,-1.8,Camp Road,Sutton Coldfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.51,0.17,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.23,0.84,Na,Na,Na,Na,Na,Na,Na,Na
51.55,-0.21,45-30 Exeter Rd,Exeter Apartments,"['lodging', 'point_of_interest', 'establishment']",TRADE24,"['finance', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
52,0.19,Na,Na,Na,Na,Na,Na,Na,Na
52.4,-0.75,A14,Kettering,"['locality', 'political']",Na,Na,Na,Na,['route']
51.38,-0.52,12-5 Bretlands Rd,Chertsey,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.2,Na,Na,Na,Na,Na,Na,Na,Na
52.61,-0.44,2-8 Freeman Cl,Holistic Beautopia,"['beauty_salon', 'point_of_interest', 'establishment']",Wittering,"['locality', 'political']",Na,Na,['route']
51.67,-0.96,Na,Na,Na,Na,Na,Na,Na,Na
51.71,-1.01,36-2 Silver St,Bytomic Taekwondo,"['health', 'point_of_interest', 'establishment']",Tetsworth,"['locality', 'political']",Na,Na,['route']
51.31,-0.4,Cobham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.42,0.1,Frognal Avenue,Sidcup Queen Mary's Hospital (Stop HE),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Queen Mary's Hospital Chislehurst Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Sidcup Queen Mary's Hospital,"['transit_station', 'point_of_interest', 'establishment']",['route']
51.78,0.9,7 City Rd,Lifeboats-Royal National Lifeboat Institution,"['point_of_interest', 'establishment']",Peter Clarke's Boatyard Ltd,"['point_of_interest', 'establishment']",Dolphin Sails Ltd,"['point_of_interest', 'establishment']",['route']
51.31,-0.15,Coulsdon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.64,-0.89,Stokenchurch,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.49,-0.36,Isleworth,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.23,-1.03,Na,Na,Na,Na,Na,Na,Na,Na
52.84,-1.3,Na,Na,Na,Na,Na,Na,Na,Na
51.4,-0.55,1-19 Sandhills Ln,Anderson Marketing Ltd,"['point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
53.31,-2.41,M6,Na,Na,Na,Na,Na,Na,['route']
52.11,-0.78,Na,Na,Na,Na,Na,Na,Na,Na
51.57,-0.17,London,Highgate,"['neighborhood', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.9,0.98,Elmstead,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.99,-2.27,Na,Na,Na,Na,Na,Na,Na,Na
51.72,0.37,Na,Na,Na,Na,Na,Na,Na,Na
51.8,-0.08,Port Hill,Hartham Common Car Park,"['parking', 'point_of_interest', 'establishment']",Car park,"['parking', 'point_of_interest', 'establishment']",Hartham Recreation Ground,"['premise', 'point_of_interest', 'establishment']",['route']
52.2,1,Na,Na,Na,Na,Na,Na,Na,Na
51.61,0.19,Na,Na,Na,Na,Na,Na,Na,Na
51.35,0.14,Chelsfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,-1.9,Royal Wootton Bassett,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.09,0.15,Duxford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.24,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.42,-0.94,Cheeky Monkey Childcare,6-1 Goldthorpe Gardens,['route'],Fred In The Shed,"['point_of_interest', 'establishment']",Hubley's Plumbing and Heating Ltd,"['plumber', 'home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']","['point_of_interest', 'establishment']"
51.61,-0.77,Wycombe Road,Na,Na,Na,Na,Na,Na,['route']
52.47,-1.71,Birmingham,Coleshill,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.83,0.43,Na,Na,Na,Na,Na,Na,Na,Na
51.3,-0.31,Delderfield,Steve Burgess Painter & Decorator,"['painter', 'point_of_interest', 'establishment']",Leatherhead,"['locality', 'political']",Na,Na,['route']
51.3,0.83,Faversham Road,Na,Na,Na,Na,Na,Na,['route']
53.66,-1.87,Holywell Green,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.18,-0.82,A1,Sutton on Trent,"['locality', 'political']",Na,Na,Na,Na,['route']
52.56,1.27,Na,Na,Na,Na,Na,Na,Na,Na
51.91,0.86,West Bergholt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.43,0.23,Dartford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.04,-0.64,Salford,The Car Doctor,"['car_repair', 'point_of_interest', 'establishment']",Denton Drapes,"['home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",the alloy wheel doctor,"['car_repair', 'point_of_interest', 'establishment']",['route']
51.56,-0.5,Denham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.41,-1.26,M6,Na,Na,Na,Na,Na,Na,['route']
51.47,0.04,Kellaway Road,Apna Accountant,"['accounting', 'finance', 'point_of_interest', 'establishment']",Kidbrooke Playing Fields,"['park', 'premise', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
52.31,-0.12,A14,Na,Na,Na,Na,Na,Na,['route']
51.63,-0.02,London,Lea Valley Playing Fields,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.4,0.4,Na,Na,Na,Na,Na,Na,Na,Na
51.51,0.33,Orsett,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.44,-0.11,43-5 Lanercost Rd,Focus Hub Photography Courses,"['point_of_interest', 'establishment']",RTA London,"['point_of_interest', 'establishment']",cng Tutoring,"['point_of_interest', 'establishment']",['route']
53.4,-1.36,55-4 Mendip Rise,McColl's,"['convenience_store', 'atm', 'liquor_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",Whitehill Fish Bar,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",Scruples Salon,"['hair_care', 'point_of_interest', 'establishment']",['route']
51.56,-0.28,33 Olympic Way,Barratt House,"['point_of_interest', 'establishment']",Wembley,"['locality', 'political']",Na,Na,['route']
51.5,-0.49,Iver,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.52,-1.18,Holt Lane,Na,Na,Na,Na,Na,Na,['route']
51.66,0.34,Na,Na,Na,Na,Na,Na,Na,Na
51.44,-0.5,Staines-upon-Thames,Staines Reservoirs,"['premise', 'point_of_interest', 'establishment']",Stanwell,"['locality', 'political']",Na,Na,"['locality', 'political']"
51.44,-0.84,Na,Na,Na,Na,Na,Na,Na,Na
53.58,-2.18,Rochdale,Middleton,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.44,-1.07,Theale,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,0.57,Na,Na,Na,Na,Na,Na,Na,Na
51.44,0.04,5-1 Kippington Dr,Stan Printing Services,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.4,0.45,Rochester,Strood,"['neighborhood', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.65,0.55,Main Road,Le Benaix Bar & Brasserie,"['restaurant', 'food', 'point_of_interest', 'establishment']",Ignite Active,"['health', 'point_of_interest', 'establishment']",Rettendon Common,"['locality', 'political']",['route']
51.28,0.58,Bearsted,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.3,0.49,Aylesford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.64,-0.01,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.3,0.46,32-2 Priory Grove,Ditton,"['locality', 'political']",Na,Na,Na,Na,['route']
52.77,-1.28,37-23 Cumbrian Way,Shepshed,"['locality', 'political']",Na,Na,Na,Na,['route']
51.42,0.36,Wrotham Road,Gravesend,"['locality', 'political']",Na,Na,Na,Na,['route']
51.29,-0.22,Na,Na,Na,Na,Na,Na,Na,Na
51.51,-2.2,M4,Na,Na,Na,Na,Na,Na,['route']
51.72,0.21,Na,Na,Na,Na,Na,Na,Na,Na
51.42,-0.09,9-1 Essex Grove,T T Denim Ltd,"['jewelry_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",Fuse Welding,"['point_of_interest', 'establishment']",M & P Access Scaffolding,"['point_of_interest', 'establishment']",['route']
51.89,-1.15,Bicester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.37,0.48,Na,Na,Na,Na,Na,Na,Na,Na
52.51,-1.82,Wingfoot Close,Birmingham,"['locality', 'political']",Na,Na,Na,Na,['route']
52.08,-0.75,8-1 Cape End,The Lotus Flower,"['health', 'point_of_interest', 'establishment']",Olivia Cole Cosmetics,"['point_of_interest', 'establishment']",Redhouse Park,"['neighborhood', 'political']",['route']
51.85,0.39,1 Chelmsford Rd,Na,Na,Na,Na,Na,Na,['route']
51.92,0.22,M11,Na,Na,Na,Na,Na,Na,['route']
51.86,0.39,Na,Na,Na,Na,Na,Na,Na,Na
51.5597,0.0708,1 Balfour Rd,Currency Exchange Corporation Ilford,"['finance', 'point_of_interest', 'establishment']",TK Maxx,"['department_store', 'clothing_store', 'store', 'point_of_interest', 'establishment']",Wilko,"['hardware_store', 'store', 'point_of_interest', 'establishment']",['route']
51.46,-1.16,Greathouse Walk,Na,Na,Na,Na,Na,Na,['route']
51.54,-1.99,Na,Na,Na,Na,Na,Na,Na,Na
51.61,-0.73,M40,Flackwell Heath,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.64,Na,Na,Na,Na,Na,Na,Na,Na
51.88,0.13,Na,Na,Na,Na,Na,Na,Na,Na
52.32,-0.15,Godmanchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.48,-0.62,67-92 Clarence Rd,WINDSOR OSTEOPATHS - Gareth Butler & Associates,"['health', 'point_of_interest', 'establishment']",Vansittart Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",M.T.Clark Builders Ltd,"['general_contractor', 'point_of_interest', 'establishment']",['route']
51.62,0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.41,0.36,Istead Rise,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,-0.15,London,Highgate Wood Playground,"['point_of_interest', 'establishment']",Highgate,"['neighborhood', 'political']",Na,Na,"['locality', 'political']"
51.7,0.42,Na,Na,Na,Na,Na,Na,Na,Na
52.44,-1.71,Hampton in Arden,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,-0.28,Shenley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,-0.34,142-74 Craneford Way,Lovely Double Room - Twickenham London,"['lodging', 'point_of_interest', 'establishment']",Aesthetic Media Ltd,"['point_of_interest', 'establishment']",Twickenham,"['locality', 'political']",['route']
53.26,-1.32,Na,Na,Na,Na,Na,Na,Na,Na
51.51,-0.16,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,-0.130005,Storey's Gate,Central Hall Westminster,"['point_of_interest', 'establishment']",Broad Sanctuary Toilets,"['point_of_interest', 'establishment']",Wesley's Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']",['route']
51.5142,-0.0931,Honey Lane,Nationwide,"['atm', 'bank', 'finance', 'point_of_interest', 'establishment']",Boots,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",Charles Tyrwhitt,"['clothing_store', 'store', 'point_of_interest', 'establishment']",['route']
51.49,0.41,Linford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,-0.15,Highgate Road,La Sainte Union Catholic School,"['school', 'point_of_interest', 'establishment']",SAS Martial Arts Academy,"['health', 'school', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.72,0.24,Na,Na,Na,Na,Na,Na,Na,Na
51.9,0.95,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.07,1.2,Ipswich,Rushmere Saint Andrew,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.68,0.37,Na,Na,Na,Na,Na,Na,Na,Na
51.61,0.68,Rochford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.39,-0.03,23-137 Eden Way,Painting & Decorating London,"['painter', 'general_contractor', 'point_of_interest', 'establishment']",Bromley Grid Lock Ceilings,"['general_contractor', 'point_of_interest', 'establishment']",James Moore Roofing,"['roofing_contractor', 'point_of_interest', 'establishment']",['route']
51.77,0.48,Broomfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.35,-0.21,50-46 Burdon Ln,"D Shah, D & D Health,","['doctor', 'health', 'point_of_interest', 'establishment']",Sutton,"['locality', 'political']",Na,Na,['route']
51.64,-0.13,15 Fairlawn Cl,Blacksquare Surveyors,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.49,0.1,238-142 Marmadon Rd,Plumstead Gardens,"['park', 'premise', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.66,-0.09,26-100 Holtwhites Hill,Enfield Chess Club,"['point_of_interest', 'establishment']",The Hollies Nursery,"['school', 'point_of_interest', 'establishment']",Enfield,"['locality', 'political']",['route']
51.75,-0.01,Hoddesdon,Broxbourne,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.66,-0.16,Barnet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.62,-0.24,London,Saint Joseph's College Grounds,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.55,-0.34,1278-1252 A4127,GSM London Greenford Campus,"['university', 'point_of_interest', 'establishment']",funky duckling,"['food', 'point_of_interest', 'establishment']",College Of Accountancy & Management,"['university', 'point_of_interest', 'establishment']",['route']
51.77,0.12,31-91 Pennymead,love your home.online,"['real_estate_agency', 'point_of_interest', 'establishment']",Harlow,"['locality', 'political']",Na,Na,['route']
51.96,0.96,Na,Na,Na,Na,Na,Na,Na,Na
51.48,-0.37,52-90 Sutton Rd,Hardwicke Chauffeurs Ltd,"['point_of_interest', 'establishment']",Hounslow,"['locality', 'political']",Na,Na,['route']
51.51,-0.27,2-46 Newburgh Rd,Rapacioli Studio Ltd,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.38,-0.1,Wellesley Road,TPS,"['point_of_interest', 'establishment']",St Mary’s Catholic Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Schal,"['general_contractor', 'point_of_interest', 'establishment']",['route']
51.38,-0.34,90-87 Woodfield Rd,Kunat London,"['point_of_interest', 'establishment']",Thames Ditton,"['locality', 'political']",Na,Na,['route']
51.56,-0.14,5-1 Poynings Rd,Zygon Limited,"['point_of_interest', 'establishment']",Fliqio,"['point_of_interest', 'establishment']",Customer Experience Services Ltd,"['health', 'point_of_interest', 'establishment']",['route']
51.47,0.32,Grays,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.88,1,Elmstead Market,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,-0.24,Hungerford Motors,1-11 Roehampton High St,['route'],New Dong Phuong Chinese,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",Roehampton Tandoori Grill,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","['car_repair', 'point_of_interest', 'establishment']"
52.04,1.14,16-2 Headingham Cl,Adam Harvey Plastering Services,"['point_of_interest', 'establishment']",Harvey Property Services,"['painter', 'general_contractor', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",['route']
51.38,-0.2,Sutton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.65,-0.09,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.72,-0.36,St Albans,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.47,0.33,Grays,Tilbury,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.38,-0.32,Bankside Drive,Long Ditton,"['locality', 'political']",Na,Na,Na,Na,['route']
51.42,0.12,Rectory Lane,Euro a B S,"['point_of_interest', 'establishment']",Sidcup,"['locality', 'political']",Na,Na,['route']
51.35,-0.25,7-15 High St,High Street Toilets,"['point_of_interest', 'establishment']",Head Candi,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",Tiger PC Solutions Ltd,"['electronics_store', 'store', 'point_of_interest', 'establishment']",['route']
51.72,-0.18,29 Woodlands,Brookmans Park,"['locality', 'political']",Na,Na,Na,Na,['route']
51.43,-0.05,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.42,-0.06,274 Lawrie Park Rd,Alphabeck Designs,"['point_of_interest', 'establishment']",Lichfield House,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.58,0.31,Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.67,0.32,Na,Na,Na,Na,Na,Na,Na,Na
51.76,-0.25,A1057,Club de Havilland,"['bar', 'point_of_interest', 'establishment']",Hatfield Netball Club,"['point_of_interest', 'establishment']",Bodybalance Physiotherapy & Sports Injury Clinic,"['health', 'point_of_interest', 'establishment']",['route']
51.67,-0.03,25-50 Coldham Grove,Enfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.67,-0.11,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.74,0.44,136-100 Lawford Ln,Urban Outkast,"['clothing_store', 'store', 'point_of_interest', 'establishment']",Writtle,"['locality', 'political']",Na,Na,['route']
51.63,0.82,2-36 Mildmay Rd,Burnham-on-Crouch,"['locality', 'political']",Na,Na,Na,Na,['route']
52.05,1.23,Foxhall Road,Ipswich,"['locality', 'political']",Na,Na,Na,Na,['route']
51.73,0.01,Nazeing,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.96,1.32,Ferry Lane,Denholm Handling Ltd,"['storage', 'point_of_interest', 'establishment']",Felixstowe,"['locality', 'political']",Na,Na,['route']
52.02,1.24,Nacton,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.78,Southend-on-Sea,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.92,0.59,Gosfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.06,87-107 Melbourne Rd,Newham Cricket Club,"['point_of_interest', 'establishment']",Flanders Growing Space,"['park', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.44,0.08,54-4 Sidewood Rd,C S Lift Services Kent Ltd,"['point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.47,-0.29,42 Gainsborough Rd,Hair Extensions Theresa Bullock,"['hair_care', 'point_of_interest', 'establishment']",Richmond,"['locality', 'political']",Na,Na,['route']
51.44,-0.25,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.66,0.29,Doddinghurst,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.07,1.22,173-179 Playford Rd,Rushmere Saint Andrew,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,1.05,Great Bentley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0.36,Orsett,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.66,0.1,Theydon Bois,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.07,-0.36,Wickhurst Lane,Broadbridge Heath,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,-0.01,Express Motor Sevices,1-27 N Barn,['route'],Movinhomes Ltd,"['real_estate_agency', 'point_of_interest', 'establishment']",Broxbourne,"['locality', 'political']","['car_repair', 'point_of_interest', 'establishment']"
51.41,-0.23,Lambton Road,Mumbai Kitchen,"['restaurant', 'food', 'point_of_interest', 'establishment']",Professional Incentives Limited,"['travel_agency', 'point_of_interest', 'establishment']",Room Remedies,"['home_goods_store', 'furniture_store', 'store', 'point_of_interest', 'establishment']",['route']
51.61,0.61,Na,Na,Na,Na,Na,Na,Na,Na
51.45,-0.17,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.46,-0.04,43-57 Brockill Cres,Deptford Allotments,"['premise', 'park', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.56,0.31,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.49,-2.02,963-999 Wolverhampton Rd,Oldbury,"['locality', 'political']",Na,Na,Na,Na,['route']
51.37,-0.16,43-48 Vellum Dr,AMF Accounting,"['accounting', 'finance', 'point_of_interest', 'establishment']",Sos Gardens Ltd,"['point_of_interest', 'establishment']",Carshalton,"['locality', 'political']",['route']
51.19,-0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.44,-0.08,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.12,-0.14,Crawley,Worth,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.92,-0.22,11-13 Sheringham Ave,Sheringham House Little Oaks,"['point_of_interest', 'establishment']",Dower Building Services,"['general_contractor', 'point_of_interest', 'establishment']",Stevenage,"['locality', 'political']",['route']
51.74,-0.03,Broxbourne,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.75,0.46,Chelmsford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.97,1.35,28-14 Glenfield Ave,Pansophix Ltd,"['point_of_interest', 'establishment']",Effectiveness Through Awareness,"['point_of_interest', 'establishment']",Felixstowe,"['locality', 'political']",['route']
51.78,0.48,Little Waltham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.65,0.05,150-186 Forest Rd,Lioncare,"['point_of_interest', 'establishment']",24/7 Trades Ltd,"['plumber', 'electrician', 'roofing_contractor', 'home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Lewis Paige,"['point_of_interest', 'establishment']",['route']
51.1,-0.15,M23,Crawley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.43,0.12,202-180 Bexley Ln,Sidcup,"['locality', 'political']",Na,Na,Na,Na,['route']
51.56,0.72,Fossetts Way,Fossetts Park,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",Na,Na,['route']
51.35,-0.24,52-18 Aragon Ave,cb-pt: Christine Bates-Personal Trainer,"['health', 'point_of_interest', 'establishment']",Ewell,"['locality', 'political']",Na,Na,['route']
51.64,-0.32,Bushey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.41,-2.87,54-12 Fairfield Ave,Just4Keepers UK,"['point_of_interest', 'establishment']",Dtv4u Co Uk,"['electrician', 'point_of_interest', 'establishment']",Liverpool,"['locality', 'political']",['route']
52.34,-2.08,Bromsgrove,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,-0.27,4 Fourth Way,Premier Palletised Limited,"['point_of_interest', 'establishment']",P P L,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Wembley,"['locality', 'political']",['route']
52.09,1.15,Thurleston Lane,Yum Yums Catering,"['food', 'point_of_interest', 'establishment']",Hunt Michael H,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",['route']
51.5,-0.35,152-150 Windmill Ln,Southall,"['locality', 'political']",Na,Na,Na,Na,['route']
51.47,0.06,Shooters Hill,Christ Church Shooters Hill,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",10th Royal Eltham Scout Group,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
52.08,1.14,Ipswich,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
53.51,-2.37,Worsley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.65,1-21 Bullwood Rd,Hockley,"['locality', 'political']",Na,Na,Na,Na,['route']
53.41,-2.53,M6,Warrington,"['locality', 'political']",Na,Na,Na,Na,['route']
51.45,0.17,Dartford,Crayford,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
52.24,0.74,Bedingfeld Way,Dreams Bury St Edmunds,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Tapi Carpets & Floors Bury St Edmunds,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Bury Saint Edmunds,"['locality', 'political']",['route']
51.68,0.23,Na,Na,Na,Na,Na,Na,Na,Na
51.46,-0.01,39-26 Bonfield Rd,St. Saviour's R.C. Primary School,"['school', 'point_of_interest', 'establishment']",Chef's Treat,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",Homestyle,"['point_of_interest', 'establishment']",['route']
51.97,0.86,Nayland,Dedham Vale AONB,"['premise', 'park', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.74,0.51,120-114 Chelmer Village Way,Chelmsford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,-0.17,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.43,-0.26,36-20 Windermere Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,0.01,Nazeing,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
50.95,-0.19,Na,Na,Na,Na,Na,Na,Na,Na
51.73,-0.23,A1(M),Welham Green,"['locality', 'political']",Na,Na,Na,Na,['route']
55.92,-3.31,East Hermiston,Na,Na,Na,Na,Na,Na,['route']
51.52,0.12,Barking,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
