lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
51.63,0.43,Billericay,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.67,0.39,63-71 Stock Ln,Ingatestone,"['locality', 'political']",Na,Na,Na,Na,['route']
52.02,1.19,Na,Na,Na,Na,Na,Na,Na,Na
51.48,0.29,Dog Liberty,195-33 Southwell Cl,['route'],YYF Wedding Photography,"['point_of_interest', 'establishment']",ROYAL NYATI MEDIA,"['point_of_interest', 'establishment']","['point_of_interest', 'establishment']"
51.62,0.42,Southend Road,Billericay Quaker Meeting,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Billericay,"['locality', 'political']",Na,Na,['route']
51.61,0.12,Huntsman Road,Griha Ltd,"['point_of_interest', 'establishment']",The Golden Whisk,"['food', 'point_of_interest', 'establishment']",Ilford,"['locality', 'political']",['route']
51.52,0.21,58-2 Warwick Rd,Rainham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.91,0.87,Colchester,West Bergholt,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.53,0.12,Barking,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.87,0.57,Braintree,Freeport Braintree Tourist Information Centre,"['travel_agency', 'point_of_interest', 'establishment']",SOLETRADER OUTLET,"['shoe_store', 'store', 'point_of_interest', 'establishment']",Pavers Shoes,"['shoe_store', 'store', 'point_of_interest', 'establishment']","['locality', 'political']"
51.93,0.9,Na,Na,Na,Na,Na,Na,Na,Na
51.51,0.25,254-206 Romford Rd,Aveley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.95,0.96,Ipswich Road,Dedham Vale AONB,"['premise', 'park', 'point_of_interest', 'establishment']",Dedham,"['locality', 'political']",Na,Na,['route']
51.88,0.77,Marks Tey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.39,0.19,Swanley,Howdens Joinery - Swanley,"['hardware_store', 'furniture_store', 'home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",Kamar Flooring Ltd,"['general_contractor', 'point_of_interest', 'establishment']",Inline Marketing,"['point_of_interest', 'establishment']","['locality', 'political']"
52.03,1.1,The Tudor Barn Belstead,Na,Na,Na,Na,Na,Na,"['point_of_interest', 'establishment']"
51.54,0.15,3-59 Church Elm Ln,Church Elm Court,"['point_of_interest', 'establishment']",Heathway Dagenham (Stop L),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",five stars building,"['general_contractor', 'point_of_interest', 'establishment']",['route']
51.51,0.29,1-8 Ashdon Cl,Headstart Day & Afterschool Care Ltd,"['school', 'point_of_interest', 'establishment']",Surestart,"['school', 'point_of_interest', 'establishment']",Christ Church United Reformed Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",['route']
51.71,0.44,Writtle,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.08,98-68 Perth Rd,IT Merge,"['point_of_interest', 'establishment']",Spice Cottage,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",A A Sparkies,"['electrician', 'point_of_interest', 'establishment']",['route']
51.54,0.17,74-48 Manor Rd,Dagenham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.58,Burches Road,Na,Na,Na,Na,Na,Na,['route']
51.54,0.16,Glebe Road,Dagenham & Rainham Conservatives,"['point_of_interest', 'establishment']",Housing Britain,"['point_of_interest', 'establishment']",Matrix House,"['point_of_interest', 'establishment']",['route']
51.62,0.41,25-39 Rushdene Rd,Photos By ASH,"['point_of_interest', 'establishment']",Queen Elizabeth II Field,"['park', 'premise', 'point_of_interest', 'establishment']",Billericay,"['locality', 'political']",['route']
51.53,0.08,Barking,Creative Barking and Dagenham,"['point_of_interest', 'establishment']",Barking & Dagenham T N,"['point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.78,0.62,Na,Na,Na,Na,Na,Na,Na,Na
51.57,0.31,Great Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,-0.11,47 Green Lanes,3 Crystals,"['hair_care', 'point_of_interest', 'establishment']",Lollipops The Christening Shop,"['store', 'point_of_interest', 'establishment']",Deluxe Fabrics,"['furniture_store', 'home_goods_store', 'store', 'general_contractor', 'point_of_interest', 'establishment']",['route']
51.56,0.26,Deyncourt Gardens,Upminster,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,0.01,9-13 Hatfield Rd,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.6,0.2,Romford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.42,Stanford-le-Hope Bypass,Stanford-le-Hope,"['locality', 'political']",Na,Na,Na,Na,['route']
52.06,1.15,28-4 St George's St,N W A Planning,"['point_of_interest', 'establishment']",Suzanne Meister,"['health', 'point_of_interest', 'establishment']",stephenhotelblogsawyers,"['point_of_interest', 'establishment']",['route']
51.92,0.92,16-2 Antonius Way,Alison Jennings Music,"['store', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",Na,Na,['route']
51.54,0.69,Genesta Road,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
52.05,1.16,Ipswich,Paul Fay Yacht Surveyor,"['point_of_interest', 'establishment']",Fairline Boats Plc,"['point_of_interest', 'establishment']",Leon Marine Ltd,"['car_repair', 'point_of_interest', 'establishment']","['locality', 'political']"
51.89,0.88,47-1 Endsleigh Ct,Colchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,0.69,45-167 Westcliff Park Dr,First Impressions,"['hair_care', 'point_of_interest', 'establishment']",House of Pain Tattoo Club,"['store', 'point_of_interest', 'establishment']",Jon Gibbs,"['point_of_interest', 'establishment']",['route']
51.67,0.3,26-2 Widbrook,Bits & Bytes,"['point_of_interest', 'establishment']",The Little Pop Bake Shop,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",Doddinghurst,"['locality', 'political']",['route']
51.53,0.15,Dagenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.73,0.45,84-70 Savernake Rd,Savernake Road,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Sanctuary Supported Housing,"['point_of_interest', 'establishment']",Chelmsford,"['locality', 'political']",['route']
51.9,0.87,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,0.13,Dagenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.7,Southend-on-Sea,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.54,Southend Arterial Road,Na,Na,Na,Na,Na,Na,['route']
51.49,0.32,3-29 Grays End Cl,Grays End Close,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Grays,"['locality', 'political']",Na,Na,['route']
51.92,0.88,A12,Mile End,"['locality', 'political']",Na,Na,Na,Na,['route']
51.5,-0.08,Archie Street,Nelsons Solicitors,"['lawyer', 'point_of_interest', 'establishment']",Tanner Street Park,"['park', 'point_of_interest', 'establishment']",Upchurch Associates,"['point_of_interest', 'establishment']",['route']
51.53,-0.29,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.94,0.96,Dedham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.28,Great Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.49,-0.22,104-2 Yeldham Rd,The Yeldham Road Gem,"['lodging', 'point_of_interest', 'establishment']",Lighting Design International,"['point_of_interest', 'establishment']",Principal Ingredient,"['point_of_interest', 'establishment']",['route']
51.63,0.56,Main Road,The Turnpike north,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",The Turnpike north,"['transit_station', 'point_of_interest', 'establishment']",The Turnpike north,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.51,0.18,13 Coldharbour Ln,NZ Engines,"['car_repair', 'point_of_interest', 'establishment']",Rainham,"['locality', 'political']",Na,Na,['route']
51.72,-0.28,Na,Na,Na,Na,Na,Na,Na,Na
51.51,0.19,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,-0.29,Shenley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.44,0.27,Dartford,Jones Bootmaker,"['shoe_store', 'store', 'point_of_interest', 'establishment']",Waterstones,"['book_store', 'store', 'point_of_interest', 'establishment']",Molton Brown,"['store', 'point_of_interest', 'establishment']","['locality', 'political']"
51.43,-0.54,London Orbital Motorway,Egham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.7,0.5,Na,Na,Na,Na,Na,Na,Na,Na
51.61,0.06,832-836 Chigwell Rd,Spanish On Board,"['school', 'point_of_interest', 'establishment']",Inka Snacks,"['food', 'point_of_interest', 'establishment']",Brentwood Pastoral Deaf Service,"['point_of_interest', 'establishment']",['route']
51.52,-0.05,31-22 Hannibal Rd,Central London Properties,"['point_of_interest', 'establishment']",Ockbrook,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.69,0.43,Na,Na,Na,Na,Na,Na,Na,Na
51.64,0.22,Na,Na,Na,Na,Na,Na,Na,Na
51.7,-0.24,Saint Albans Road,Na,Na,Na,Na,Na,Na,['route']
51.88,0.89,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.03,1.21,Ipswich,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,0.53,The Dell,R C L,"['plumber', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Wickford,"['locality', 'political']",Na,Na,['route']
51.5,0.25,25-45 Manor Cl,Aveley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.92,0.91,7-11 Oxley Parker Dr,The Water Tower,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",The Water Tower,"['transit_station', 'point_of_interest', 'establishment']",The Water Tower,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.55,0.24,76-60 Gaynes Park Rd,Upminster,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,0.46,School View Road,A & M Tiling (Chelmsford) Ltd,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Chelmsford,"['locality', 'political']",Na,Na,['route']
51.56,0.27,1-47 St Albans Ave,Upminster,"['locality', 'political']",Na,Na,Na,Na,['route']
51.57,0.27,18 Gadsden Cl,Apartment RM14,"['lodging', 'point_of_interest', 'establishment']",Upminster,"['locality', 'political']",Na,Na,['route']
51.6,0.22,Tonbridge Road,Vauxcentre Ltd,"['car_repair', 'store', 'point_of_interest', 'establishment']",VAUXCENTRE LTD,"['car_repair', 'store', 'point_of_interest', 'establishment']",Miller Bros Romford Ltd,"['point_of_interest', 'establishment']",['route']
51.72,0.48,9-19 Lucas Ave,abvans,"['point_of_interest', 'establishment']",Black Cat Collectables,"['store', 'point_of_interest', 'establishment']",Chelmsford Counselling - Luise Sargent,"['point_of_interest', 'establishment']",['route']
52.05,1.11,Na,Na,Na,Na,Na,Na,Na,Na
51.98,0.99,Dedham Vale AONB,Na,Na,Na,Na,Na,Na,"['premise', 'park', 'point_of_interest', 'establishment']"
51.6,0.16,Carter Drive,Romford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.63,0.31,Brentwood,Shenfield,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.63,0.4,Billericay,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.59,0.47,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.88,0.8,Copford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.72,0.47,Chelmsford,Moulsham Infants School,"['school', 'point_of_interest', 'establishment']",John Shennan Playing Field,"['park', 'premise', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.69,-0.14,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.37,West Horndon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,-0.06,102-78 Stockton Rd,BlackCrow Productions,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.89,0.26,Starbucks Coffee,Fat Face,"['clothing_store', 'store', 'point_of_interest', 'establishment']",M·A·C Cosmetics - London Stansted,"['store', 'point_of_interest', 'establishment']",Butler Fuels,"['point_of_interest', 'establishment']","['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
51.81,0.18,Na,Na,Na,Na,Na,Na,Na,Na
51.53,-0.04,174-172 Grove Rd,Ecology Pavilion Mile End Park,"['park', 'point_of_interest', 'establishment']",St Barnabas Church (Stop Y),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",St Barnabas Church,"['transit_station', 'point_of_interest', 'establishment']",['route']
51.509201,-0.095505,London,City of London,"['sublocality_level_1', 'locality', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.88,0.88,The Rayleighs,ATM Budgens,"['atm', 'finance', 'point_of_interest', 'establishment']",Budgens,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",['route']
51.62,0.11,Chigwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.05,1.15,1-18 Willoughby Rd,Willoughby Road,"['transit_station', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",Na,Na,['route']
51.66,-0.06,Carterhatch Lane,Club Cuts Within David Lloyd,"['hair_care', 'point_of_interest', 'establishment']",Baynes Close,"['transit_station', 'point_of_interest', 'establishment']",Baynes Close (Stop C),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",['route']
51.53,0.18,75-145 Betterton Rd,Rainham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.51,0.41,Stanford-le-Hope,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,0.67,90-134 Beach Ave,Thames squared developments,"['point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",Na,Na,['route']
51.57,0.46,62-2 E Walk,Halifax,"['bank', 'finance', 'point_of_interest', 'establishment']",Superdry™,"['clothing_store', 'shoe_store', 'store', 'point_of_interest', 'establishment']",F.Hinds the Jewellers,"['jewelry_store', 'finance', 'store', 'point_of_interest', 'establishment']",['route']
51.54,0.71,42 London Rd,SalSa Tapas & Grill,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Santander,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']",Pizza Express,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",['route']
51.55,0.72,5-83 Stuart Rd,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.75,0.47,Chelmsford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.87,0.87,7-13 Wolton Rd,Colchester,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.49,41-49 Southcote Cres,Basildon,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,0.19,Bridge Road,Tesco Phone Shop,"['store', 'point_of_interest', 'establishment']",Max Spielmann,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Waves Car Wash (Tesco Rainham Extra),"['car_wash', 'point_of_interest', 'establishment']",['route']
51.62,0.22,Na,Na,Na,Na,Na,Na,Na,Na
51.61,0.24,67-87 Sheffield Dr,Trampolining,"['point_of_interest', 'establishment']",Romka,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Romford,"['locality', 'political']",['route']
51.62,0.53,Dent repairs,108-82 Runwell Rd,['route'],Pressadent,"['car_repair', 'point_of_interest', 'establishment']",D S Dry Lining & Tacking,"['point_of_interest', 'establishment']","['car_repair', 'point_of_interest', 'establishment']"
51.88,0.58,Twelve Acres,NCB Cleaning,"['point_of_interest', 'establishment']",Braintree,"['locality', 'political']",Na,Na,['route']
51.8,0.63,24-4 Highfields Rd,Baker my cake,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",Cuppers Close,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Cuppers Close,"['transit_station', 'point_of_interest', 'establishment']",['route']
51.94,0.95,Langham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.49,Basildon,Greensted Junior School,"['school', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.59,-0.21,Great North Way,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.6,0.56,Na,Na,Na,Na,Na,Na,Na,Na
51.52,-0.18,Westway,Westminster Edgware Road Apartments,"['lodging', 'point_of_interest', 'establishment']",Massis Lebanese Grill & Bar,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Sheldon Square Apartments,"['lodging', 'point_of_interest', 'establishment']",['route']
51.79,0.62,Witham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.06,Ilford,Redbridge Social Centre,"['point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.51,0.4,Orsett,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.35,0.16,Na,Na,Na,Na,Na,Na,Na,Na
51.3,0.15,Woodlands Pet Care,Na,Na,Na,Na,Na,Na,"['pet_store', 'store', 'point_of_interest', 'establishment']"
51.59,0.55,Na,Na,Na,Na,Na,Na,Na,Na
51.69,0.09,London Orbital Motorway,Epping,"['locality', 'political']",Na,Na,Na,Na,['route']
51.32,-0.45,Na,Na,Na,Na,Na,Na,Na,Na
52.03,1.09,Na,Na,Na,Na,Na,Na,Na,Na
51.69,-0.45,Sarratt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.15,65 Gloucester Ave,The Engineer,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Michael Nadra Primrose Hill,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Dragonfly,"['point_of_interest', 'establishment']",['route']
51.69,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.72,-0.38,Na,Na,Na,Na,Na,Na,Na,Na
51.75,-0.41,M1,Na,Na,Na,Na,Na,Na,['route']
51.59,0.48,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0.13,Valence Avenue,Becontree Avenue (Stop A),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",Na,Na,['route']
51.76,0.5,51 Centenary Way,Amanda Watson: Dialectical Behaviour Therapy,"['health', 'point_of_interest', 'establishment']",Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Beaulieu Square,"['shopping_mall', 'point_of_interest', 'establishment']",['route']
52.06,1.28,BT Fleet,Martlesham,"['locality', 'political']",Martlesham Heath,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,"['car_repair', 'point_of_interest', 'establishment']"
51.54,0.72,208-194 A13,Silkstream,"['point_of_interest', 'establishment']",Maximum Impact Marketing Ltd,"['point_of_interest', 'establishment']",Roddy's Super Store,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",['route']
52.06,1.14,53-83 London Rd,Alilacs,"['lodging', 'point_of_interest', 'establishment']",Ipswich,"['locality', 'political']",Na,Na,['route']
51.64,0.41,4-10 Arlington Way,Arlington Way,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Billericay,"['locality', 'political']",Na,Na,['route']
51.58,0.3,2 Warley St,Great Warley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.62,0.23,Romford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,-0.02,London,Emcor Facility Service Ltd,"['point_of_interest', 'establishment']",Harbour Central,"['point_of_interest', 'establishment']",Isle of Dogs,"['neighborhood', 'political']","['locality', 'political']"
51.51,0.03,Victoria Dock Road,Custom House Station DLR (Stop A),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Ascension Play,"['point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.52,0.15,Dagenham,Hanson Packed Products,"['point_of_interest', 'establishment']",Barking Reach Power Station,"['premise', 'point_of_interest', 'establishment']",Na,Na,"['locality', 'political']"
51.58,0.6,7-2 Orchard Ave,DeBate Media,"['point_of_interest', 'establishment']",Factor 39,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Rayleigh,"['locality', 'political']",['route']
51.76,0.49,Essex Regiment Way,Chelmsford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.56,0.6,61-71 A129,Cutie Cupcakes,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",Hadleigh,"['locality', 'political']",Na,Na,['route']
51.93,0.92,Na,Na,Na,Na,Na,Na,Na,Na
51.87,0.54,Braintree,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52,1.05,Capel Saint Mary,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.75,0.5,22-8 Lily Cl,Springfield Domestic Appliances,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Chelmsford,"['locality', 'political']",Na,Na,['route']
51.93,0.91,Na,Na,Na,Na,Na,Na,Na,Na
51.54,0.06,62-2 Northfield Rd,Vision Infosys,"['point_of_interest', 'establishment']",RSB Accounting,"['accounting', 'finance', 'point_of_interest', 'establishment']",Mr Maths,"['point_of_interest', 'establishment']",['route']
51.54,0.05,239 Plashet Grove,Plashet School for Girls,"['school', 'point_of_interest', 'establishment']",Spicer McColl,"['point_of_interest', 'establishment']",Angel Home Care Consultancy Limited,"['health', 'point_of_interest', 'establishment']",['route']
51.55,0.46,Vange Park Road,Osho Purnima Distribution,"['electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",Horndon on the Hill,"['locality', 'political']",Na,Na,['route']
51.58,0.33,Childerditch Lane,Warley,"['locality', 'political']",Na,Na,Na,Na,['route']
51.65,0.1,Chigwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.66,0.16,Na,Na,Na,Na,Na,Na,Na,Na
51.69,-0.09,London Orbital Motorway,Goff's Oak,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,0.2,Pinewood Avenue,Costcutter,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",WoofaWalk,"['point_of_interest', 'establishment']",WHAM Bros HQ,"['gym', 'health', 'point_of_interest', 'establishment']",['route']
51.49,-0.06,78 Galleywall Rd,NoteMachine ATM,"['atm', 'finance', 'point_of_interest', 'establishment']",Nisa Local,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",Galleywall Nature Reserve,"['park', 'point_of_interest', 'establishment']",['route']
51.56,0.51,Na,Na,Na,Na,Na,Na,Na,Na
51.63,0.19,Na,Na,Na,Na,Na,Na,Na,Na
51.27,0.05,Na,Na,Na,Na,Na,Na,Na,Na
51.69,-0.2,96-111 Baker St,Evergreen Landscapes,"['general_contractor', 'point_of_interest', 'establishment']",Potters Bar,"['locality', 'political']",Na,Na,['route']
51.59,0.53,Southend Arterial Road,Wickford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.5,-0.5,Iver,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,0.53,Na,Na,Na,Na,Na,Na,Na,Na
51.65,-0.5,Berry Lane,Chorleywood,"['locality', 'political']",Na,Na,Na,Na,['route']
51.71,-0.33,Old Parkbury Lane,Colney Street,"['locality', 'political']",Na,Na,Na,Na,['route']
51.47,-0.51,Calder Way,Poyle Travelodge,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",LHR (T5) Travelodge,"['parking', 'point_of_interest', 'establishment']",Slough,"['locality', 'political']",['route']
51.48,-0.5,Longford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.61,0.34,Ingrave,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,0.5,West Hanningfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.7,-0.25,Na,Na,Na,Na,Na,Na,Na,Na
51.52,0.18,Rainham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.66,63-52 Eastwood Park Dr,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.57,0.65,384-352 A1015,Eastwood Post Office,"['post_office', 'finance', 'point_of_interest', 'establishment']",The Hasina,"['restaurant', 'food', 'point_of_interest', 'establishment']",CanDu Self Drive Hire,"['point_of_interest', 'establishment']",['route']
51.55,0.65,68-10 Tankerville Dr,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.89,0.91,Make It Today Dressmaker,70-82 East Hill,['route'],Castle Gardens Medical Centre,"['hospital', 'point_of_interest', 'establishment']",Sonali Indian Takeaway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","['point_of_interest', 'establishment']"
51.49,-0.21,Hestia Housing & Support,58-48 Baron's Ct Rd,['route'],Barons Court Project,"['point_of_interest', 'establishment']",sloane tutors,"['point_of_interest', 'establishment']","['health', 'point_of_interest', 'establishment']"
51.54,0.65,16 Alley Dock,Mikes Boatyard,"['store', 'point_of_interest', 'establishment']",The Lynn Tait Gallery,"['store', 'point_of_interest', 'establishment']",Leigh Heritage Centre,"['museum', 'point_of_interest', 'establishment']",['route']
51.56,0.45,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.91,0.93,4 St John's Cl,St. John's Playing Field,"['park', 'premise', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",Na,Na,['route']
51.68,0,Waltham Abbey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,0.36,Stanford Road,Grays,"['locality', 'political']",Na,Na,Na,Na,['route']
51.41,0.22,Sutton at Hone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.02,Station Approach,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.52,0.3,South Ockendon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.55,0.13,36-12 Eliot Rd,Busy Bees Of Dagenham,"['point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",Na,Na,['route']
51.65,0.27,Brentwood,Bentley Golf Course,"['premise', 'point_of_interest', 'establishment']",Pilgrims Hatch,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,"['locality', 'political']"
51.68,-0.23,Na,Na,Na,Na,Na,Na,Na,Na
51.5,0.24,Aveley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.42,Durham Road,Laindon Tyre Centre,"['car_repair', 'store', 'point_of_interest', 'establishment']",Turner Business Centre,"['point_of_interest', 'establishment']",Gunning Heating Products Ltd,"['general_contractor', 'point_of_interest', 'establishment']",['route']
51.63,0.55,Na,Na,Na,Na,Na,Na,Na,Na
51.7,-0.44,Sarratt,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.08,1.11,A14,Ipswich,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,0.43,Stanford-le-Hope Bypass,Stanford-le-Hope,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,-0.05,30-38 Brierly Gardens,Cheap Renovation London,"['point_of_interest', 'establishment']",French & Spanish For Children,"['point_of_interest', 'establishment']",WW1 Cyprus Memorial,"['museum', 'point_of_interest', 'establishment']",['route']
51.54,0.12,179-221 Rugby Rd,Dagenham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,0.76,Na,Na,Na,Na,Na,Na,Na,Na
51.7,0.14,Coopersale,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.32,Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,0.14,160-136 Hedgemans Rd,Dagenham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.68,-0.21,Potters Bar,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,-0.01,Beresford Road,LRT Sports Ground,"['park', 'premise', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.44,-0.53,3-21 Wraysbury Rd,Staines-upon-Thames,"['locality', 'political']",Na,Na,Na,Na,['route']
51.68,-0.07,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
